"row ID","Col0","Col1","Col2","Col3","Col4","Col5","Col6","Col7","Col8","Col9","Col10","Col11","Col12","Col13","Col14","Col15","Col16","Col17","Col18"
"Row13",0.347826,0.346154,0.625,0.174672,0.120879,0.150943,0.261438,0.514286,0.166667,0.371429,0.226316,0.193046,0.327044,0.171053,0.363636,0.317073,0.366667,0.533333,"van"
"Row14",0.456522,0.615385,0.541667,0.432314,0.263736,0.0566038,0.405229,0.314286,0.333333,0.514286,0.347368,0.33693,0.610063,0.157895,0.272727,0.0487805,0.7,0.6,"bus"
"Row15",0.5,0.846154,0.875,0.423581,0.197802,0.132075,0.601307,0.171429,0.5,0.685714,0.510526,0.527578,0.861635,0.197368,0.272727,0.0487805,0.333333,0.433333,"opel"
"Row16",0.347826,0.115385,0.152778,0.0218341,0.0549451,0.0754717,0.0392157,0.885714,0.0,0.157143,0.0368421,0.0263789,0.100629,0.276316,0.0909091,0.341463,0.166667,0.133333,"van"
"Row17",0.565217,0.307692,0.513889,0.406114,0.241758,0.0754717,0.424837,0.285714,0.333333,0.3,0.378947,0.360911,0.264151,0.171053,0.181818,0.243902,0.733333,0.6,"bus"
"Row18",0.673913,0.807692,0.833333,0.358079,0.153846,0.150943,0.679739,0.142857,0.583333,0.785714,0.5,0.601918,0.698113,0.197368,0.227273,0.268293,0.3,0.466667,"saab"
"Row19",0.608696,0.884615,0.833333,0.484716,0.241758,0.150943,0.627451,0.171429,0.583333,0.728571,0.510526,0.559952,0.716981,0.197368,0.272727,0.121951,0.333333,0.4,"opel"
"Row20",0.23913,0.538462,0.486111,0.213974,0.186813,0.0754717,0.27451,0.485714,0.166667,0.385714,0.236842,0.203837,0.471698,0.210526,0.0,0.0731707,0.3,0.366667,"bus"
"Row21",0.23913,0.153846,0.180556,0.0742358,0.131868,0.0566038,0.0718954,0.828571,0.0,0.1,0.0578947,0.0443645,0.150943,0.302632,0.318182,0.0243902,0.1,0.0666667,"van"
"Row22",0.456522,0.384615,0.333333,0.30131,0.241758,0.0943396,0.248366,0.485714,0.166667,0.342857,0.205263,0.191847,0.427673,0.118421,0.409091,0.0243902,0.766667,0.833333,"bus"
"Row23",0.304348,0.230769,0.416667,0.19214,0.153846,0.0943396,0.202614,0.571429,0.0833333,0.257143,0.178947,0.147482,0.201258,0.131579,0.0454545,0.0487805,0.533333,0.6,"bus"
"Row24",0.565217,0.769231,0.902778,0.502183,0.208791,0.169811,0.601307,0.171429,0.5,0.671429,0.478947,0.526379,0.72327,0.118421,0.0,0.146341,0.5,0.666667,"saab"
"Row25",0.26087,0.461538,0.555556,0.218341,0.186813,0.132075,0.228758,0.542857,0.166667,0.428571,0.205263,0.167866,0.408805,0.157895,0.0454545,0.097561,0.4,0.6,"van"
"Row26",0.217391,0.115385,0.194444,0.0655022,0.10989,0.0754717,0.104575,0.771429,0.0833333,0.1,0.0684211,0.0647482,0.188679,0.302632,0.272727,0.0731707,0.1,0.0666667,"saab"
"Row27",0.73913,0.807692,0.805556,0.432314,0.197802,0.169811,0.69281,0.142857,0.666667,0.7,0.521053,0.613909,0.672956,0.171053,0.0454545,0.682927,0.366667,0.6,"saab"
"Row28",0.630435,0.461538,0.625,0.388646,0.186813,0.0754717,0.522876,0.2,0.416667,0.4,0.457895,0.46283,0.339623,0.223684,0.272727,0.170732,0.633333,0.4,"bus"
"Row29",0.152174,0.192308,0.319444,0.10917,0.0879121,0.0943396,0.222222,0.571429,0.166667,0.171429,0.2,0.155875,0.308176,0.315789,0.409091,0.487805,0.133333,0.133333,"saab"
"Row30",0.347826,0.384615,0.625,0.244541,0.186813,0.169811,0.281046,0.485714,0.166667,0.471429,0.226316,0.206235,0.408805,0.171053,0.227273,0.219512,0.3,0.5,"van"
"Row31",0.326087,0.346154,0.513889,0.20524,0.120879,0.113208,0.183007,0.6,0.0833333,0.342857,0.184211,0.130695,0.308176,0.0657895,0.454545,0.268293,0.733333,0.8,"saab"
"Row32",0.434783,0.0769231,0.361111,0.218341,0.131868,0.0754717,0.196078,0.571429,0.0833333,0.142857,0.168421,0.143885,0.0691824,0.0657895,0.227273,0.317073,0.7,0.7,"opel"
"Row33",0.608696,0.576923,0.930556,0.515284,0.230769,0.150943,0.627451,0.171429,0.583333,0.514286,0.536842,0.547962,0.597484,0.144737,0.227273,0.926829,0.466667,0.7,"opel"
"Row34",0.304348,0.192308,0.625,0.318777,0.153846,0.113208,0.339869,0.4,0.25,0.157143,0.294737,0.261391,0.132075,0.0526316,0.0454545,0.609756,0.733333,0.8,"opel"
"Row35",0.586957,0.5,0.694444,0.296943,0.21978,0.132075,0.294118,0.485714,0.25,0.457143,0.210526,0.214628,0.471698,0.105263,0.772727,0.170732,0.533333,0.633333,"van"
"Row36",0.195652,0.423077,0.444444,0.0611354,0.0549451,0.0943396,0.261438,0.514286,0.166667,0.414286,0.231579,0.18705,0.427673,0.302632,0.0909091,0.0487805,0.133333,0.133333,"bus"
"Row37",0.369565,0.576923,0.638889,0.882096,0.868132,0.886792,0.267974,0.514286,0.166667,0.542857,0.747368,0.194245,0.572327,0.776316,0.0,0.365854,0.3,0.433333,"van"
"Row38",0.717391,0.769231,0.805556,0.31441,0.0769231,0.150943,0.679739,0.142857,0.583333,0.757143,0.552632,0.607914,0.685535,0.197368,0.0454545,0.219512,0.366667,0.533333,"saab"
"Row39",0.173913,0.461538,0.388889,0.283843,0.285714,0.0754717,0.254902,0.514286,0.166667,0.4,0.226316,0.182254,0.484277,0.210526,0.318182,0.0,0.233333,0.266667,"bus"
"Row40",0.478261,0.576923,0.888889,0.480349,0.21978,0.132075,0.607843,0.171429,0.5,0.471429,0.510526,0.532374,0.584906,0.197368,0.227273,0.219512,0.333333,0.4,"opel"
"Row41",0.326087,0.153846,0.152778,0.00436681,0.0549451,0.0566038,0.0457516,0.885714,0.0,0.142857,0.0263158,0.0275779,0.100629,0.355263,0.363636,0.390244,0.1,0.0666667,"van"
"Row42",0.456522,0.615385,0.652778,0.144105,0.0769231,0.169811,0.300654,0.485714,0.25,0.628571,0.252632,0.218225,0.484277,0.210526,0.227273,0.121951,0.233333,0.433333,"van"
"Row43",0.434783,0.153846,0.5,0.344978,0.175824,0.113208,0.339869,0.4,0.25,0.228571,0.321053,0.264988,0.188679,0.105263,0.181818,0.170732,0.533333,0.533333,"saab"
"Row44",1.0,0.807692,0.916667,0.50655,0.197802,0.188679,0.660131,0.142857,0.583333,0.7,0.489474,0.588729,0.773585,0.0921053,0.909091,0.0243902,0.533333,0.7,"saab"
"Row45",0.434783,0.5,0.583333,0.179039,0.120879,0.169811,0.30719,0.485714,0.25,0.6,0.263158,0.224221,0.503145,0.236842,0.0909091,0.097561,0.233333,0.433333,"van"
"Row46",0.391304,0.384615,0.416667,0.126638,0.0879121,0.113208,0.117647,0.714286,0.0833333,0.4,0.152632,0.0827338,0.295597,0.144737,0.0454545,0.195122,0.466667,0.433333,"van"
"Row47",0.26087,0.346154,0.361111,0.0786026,0.0769231,0.0754717,0.235294,0.571429,0.166667,0.328571,0.221053,0.159472,0.408805,0.381579,0.272727,0.341463,0.133333,0.0333333,"bus"
"Row48",0.347826,0.538462,0.569444,0.187773,0.186813,0.169811,0.287582,0.514286,0.25,0.642857,0.210526,0.201439,0.496855,0.223684,0.272727,0.317073,0.266667,0.4,"van"
"Row49",0.391304,0.461538,0.541667,0.31441,0.131868,0.132075,0.333333,0.4,0.25,0.428571,0.284211,0.263789,0.440252,0.0394737,0.0,0.243902,0.766667,0.9,"saab"
"Row50",0.108696,0.192308,0.319444,0.0480349,0.043956,0.0754717,0.196078,0.6,0.166667,0.171429,0.168421,0.13789,0.232704,0.236842,0.0909091,0.097561,0.166667,0.133333,"saab"
"Row51",0.413043,0.192308,0.430556,0.305677,0.208791,0.0943396,0.27451,0.485714,0.166667,0.214286,0.268421,0.205036,0.132075,0.144737,0.181818,0.585366,0.433333,0.466667,"saab"
"Row52",0.543478,0.846154,0.847222,0.541485,0.252747,0.132075,0.640523,0.142857,0.583333,0.714286,0.557895,0.571942,0.855346,0.171053,0.0454545,0.146341,0.4,0.533333,"opel"
"Row53",0.608696,0.346154,0.305556,0.310044,0.21978,0.0754717,0.24183,0.485714,0.166667,0.3,0.205263,0.188249,0.352201,0.0789474,0.318182,0.268293,0.866667,0.933333,"bus"
"Row54",0.608696,0.884615,0.888889,0.353712,0.0659341,0.0754717,0.947712,0.0,0.916667,0.714286,0.763158,0.925659,0.761006,0.315789,0.227273,0.634146,0.133333,0.1,"bus"
"Row55",0.456522,0.115385,0.361111,0.20524,0.153846,0.113208,0.137255,0.685714,0.0833333,0.242857,0.126316,0.0971223,0.0628931,0.0394737,0.409091,0.0731707,0.833333,0.9,"van"
"Row56",0.521739,0.423077,0.777778,0.39738,0.175824,0.132075,0.477124,0.285714,0.416667,0.371429,0.378947,0.393285,0.352201,0.0921053,0.181818,0.195122,0.5,0.6,"saab"
"Row57",0.347826,0.538462,0.611111,0.126638,0.0879121,0.169811,0.294118,0.514286,0.25,0.6,0.205263,0.203837,0.421384,0.197368,0.227273,0.219512,0.2,0.366667,"van"
"Row58",0.73913,0.769231,0.875,0.510917,0.208791,0.169811,0.633987,0.171429,0.583333,0.642857,0.484211,0.56235,0.647799,0.0921053,0.0,0.0243902,0.5,0.666667,"opel"
"Row59",0.26087,0.230769,0.388889,0.0655022,0.0549451,0.0566038,0.104575,0.771429,0.0833333,0.242857,0.0947368,0.0683453,0.207547,0.210526,0.363636,0.195122,0.2,0.2,"van"
"Row60",0.652174,0.653846,0.805556,0.471616,0.175824,0.132075,0.529412,0.228571,0.416667,0.614286,0.442105,0.459233,0.477987,0.0657895,0.227273,0.121951,0.733333,0.766667,"opel"
"Row61",0.0869565,0.192308,0.319444,0.135371,0.131868,0.0566038,0.117647,0.742857,0.0833333,0.171429,0.0789474,0.0755396,0.188679,0.263158,0.590909,0.512195,0.233333,0.2,"opel"
"Row62",0.5,0.269231,0.416667,0.069869,0.032967,0.113208,0.163399,0.685714,0.0833333,0.328571,0.168421,0.101918,0.188679,0.276316,0.454545,0.317073,0.233333,0.0666667,"van"
"Row63",0.217391,0.346154,0.361111,0.227074,0.21978,0.0943396,0.248366,0.542857,0.166667,0.371429,0.231579,0.178657,0.314465,0.25,0.181818,0.0487805,0.2,0.233333,"bus"
"Row64",0.434783,0.461538,0.638889,0.423581,0.241758,0.0943396,0.470588,0.257143,0.416667,0.385714,0.384211,0.406475,0.465409,0.171053,0.0,0.097561,0.6,0.533333,"bus"
"Row65",0.347826,0.307692,0.486111,0.170306,0.0989011,0.0943396,0.222222,0.571429,0.166667,0.271429,0.210526,0.159472,0.295597,0.223684,0.818182,0.121951,0.266667,0.233333,"opel"
"Row66",0.173913,0.384615,0.388889,0.0917031,0.10989,0.113208,0.24183,0.571429,0.166667,0.4,0.205263,0.166667,0.396226,0.315789,0.272727,0.439024,0.1,0.1,"bus"
"Row67",0.543478,0.846154,0.847222,0.502183,0.241758,0.169811,0.738562,0.114286,0.666667,0.857143,0.531579,0.676259,0.672956,0.197368,0.272727,0.341463,0.366667,0.466667,"opel"
"Row68",0.282609,0.423077,0.527778,0.262009,0.230769,0.132075,0.196078,0.571429,0.0833333,0.414286,0.2,0.145084,0.389937,0.144737,0.0454545,0.268293,0.466667,0.666667,"van"
"Row69",0.543478,0.615385,0.611111,0.502183,0.296703,0.0943396,0.509804,0.228571,0.416667,0.514286,0.410526,0.448441,0.628931,0.197368,0.181818,0.170732,0.633333,0.466667,"bus"
"Row70",0.5,0.846154,0.805556,0.248908,0.0769231,0.150943,0.673203,0.142857,0.583333,0.814286,0.505263,0.598321,0.704403,0.223684,0.136364,0.146341,0.3,0.4,"opel"
"Row71",0.521739,1.0,0.944444,0.537118,0.252747,0.169811,0.732026,0.114286,0.666667,0.971429,0.5,0.657074,0.685535,0.144737,0.454545,0.609756,0.333333,0.566667,"opel"
"Row72",0.413043,0.230769,0.708333,0.379913,0.164835,0.113208,0.418301,0.314286,0.333333,0.271429,0.347368,0.338129,0.264151,0.105263,0.136364,0.560976,0.533333,0.633333,"opel"
"Row73",0.0,0.153846,0.180556,0.0305677,0.0769231,0.0754717,0.0915033,0.828571,0.0833333,0.142857,0.0263158,0.0515588,0.238994,0.302632,0.0454545,0.365854,0.0,0.1,"opel"
"Row74",0.347826,0.346154,0.680556,0.187773,0.153846,0.169811,0.254902,0.514286,0.166667,0.385714,0.210526,0.184652,0.339623,0.171053,0.5,0.560976,0.366667,0.6,"van"
"Row75",0.608696,0.769231,0.875,0.432314,0.175824,0.132075,0.542484,0.228571,0.416667,0.628571,0.421053,0.464029,0.63522,0.118421,0.227273,0.121951,0.5,0.566667,"opel"
"Row76",0.391304,0.230769,0.597222,0.28821,0.142857,0.113208,0.392157,0.342857,0.333333,0.228571,0.352632,0.31295,0.27044,0.171053,0.0,0.243902,0.4,0.433333,"saab"
"Row77",0.282609,0.269231,0.305556,0.157205,0.164835,0.0943396,0.248366,0.542857,0.166667,0.214286,0.184211,0.17506,0.402516,0.302632,0.0909091,0.0731707,0.133333,0.133333,"saab"
"Row78",0.673913,0.730769,0.75,0.454148,0.208791,0.0566038,0.627451,0.142857,0.583333,0.614286,0.510526,0.577938,0.685535,0.223684,0.5,0.097561,0.566667,0.333333,"bus"
"Row79",0.347826,0.423077,0.388889,0.0393013,0.032967,0.0943396,0.248366,0.542857,0.166667,0.414286,0.215789,0.172662,0.503145,0.381579,0.272727,0.121951,0.1,0.0333333,"bus"
"Row80",0.304348,0.5,0.430556,0.240175,0.208791,0.0754717,0.254902,0.514286,0.166667,0.4,0.236842,0.190647,0.503145,0.184211,0.0909091,0.0,0.333333,0.3,"bus"
"Row81",0.565217,0.692308,0.722222,0.432314,0.197802,0.0566038,0.633987,0.142857,0.583333,0.585714,0.536842,0.583933,0.660377,0.25,0.227273,0.268293,0.5,0.266667,"bus"
"Row82",0.456522,0.115385,0.388889,0.100437,0.0769231,0.0943396,0.0980392,0.742857,0.0833333,0.2,0.131579,0.0695444,0.0440252,0.0921053,0.0454545,0.0487805,0.633333,0.5,"van"
"Row83",0.130435,0.269231,0.555556,0.126638,0.0879121,0.0943396,0.228758,0.6,0.166667,0.242857,0.221053,0.152278,0.220126,0.223684,0.363636,0.731707,0.166667,0.4,"opel"
"Row84",0.347826,0.269231,0.5,0.366812,0.318681,0.0943396,0.248366,0.514286,0.166667,0.257143,0.231579,0.189448,0.245283,0.171053,0.136364,0.195122,0.566667,0.533333,"bus"
"Row85",0.804348,0.961538,0.916667,0.331878,0.043956,0.0754717,0.973856,0.0,0.916667,0.757143,0.778947,0.976019,0.930818,0.315789,0.409091,0.317073,0.166667,0.0333333,"bus"
"Row86",0.347826,0.307692,0.611111,0.161572,0.120879,0.132075,0.24183,0.542857,0.166667,0.385714,0.221053,0.17506,0.333333,0.171053,0.181818,0.439024,0.4,0.633333,"van"
"Row87",0.282609,0.153846,0.277778,0.0480349,0.0769231,0.0566038,0.0457516,0.857143,0.0,0.2,0.0578947,0.029976,0.125786,0.171053,0.0909091,0.195122,0.333333,0.3,"van"
"Row88",0.391304,0.346154,0.611111,0.458515,0.307692,0.0754717,0.385621,0.342857,0.25,0.285714,0.310526,0.314149,0.327044,0.131579,0.136364,0.292683,0.666667,0.666667,"bus"
"Row89",0.152174,0.153846,0.236111,0.0524017,0.0879121,0.0754717,0.0849673,0.8,0.0833333,0.1,0.0631579,0.0539568,0.144654,0.289474,0.363636,0.121951,0.0666667,0.1,"opel"
"Row90",0.673913,0.846154,0.930556,0.515284,0.230769,0.169811,0.69281,0.142857,0.583333,0.785714,0.536842,0.622302,0.754717,0.157895,0.136364,0.243902,0.4,0.6,"saab"
"Row91",0.456522,0.192308,0.611111,0.235808,0.0879121,0.132075,0.372549,0.371429,0.25,0.171429,0.347368,0.294964,0.289308,0.131579,0.409091,0.365854,0.466667,0.466667,"opel"
"Row92",0.673913,0.730769,0.833333,0.379913,0.131868,0.132075,0.555556,0.2,0.5,0.571429,0.463158,0.478417,0.786164,0.144737,0.454545,0.243902,0.5,0.566667,"saab"
"Row93",0.456522,0.576923,0.652778,0.253275,0.186813,0.150943,0.294118,0.485714,0.25,0.614286,0.257895,0.214628,0.484277,0.210526,0.181818,0.365854,0.266667,0.466667,"van"
"Row94",0.23913,0.461538,0.361111,0.218341,0.197802,0.0754717,0.215686,0.571429,0.166667,0.371429,0.2,0.153477,0.427673,0.184211,0.0909091,0.0731707,0.266667,0.233333,"bus"
"Row95",0.521739,0.653846,0.944444,0.467249,0.197802,0.150943,0.666667,0.142857,0.583333,0.542857,0.536842,0.598321,0.685535,0.171053,0.318182,0.707317,0.4,0.533333,"opel"
"Row96",0.347826,0.346154,0.555556,0.20524,0.164835,0.0754717,0.20915,0.571429,0.166667,0.3,0.189474,0.148681,0.383648,0.197368,0.772727,0.317073,0.3,0.266667,"saab"
"Row97",0.282609,0.384615,0.388889,0.209607,0.164835,0.0943396,0.248366,0.514286,0.166667,0.342857,0.257895,0.183453,0.345912,0.210526,0.181818,0.219512,0.4,0.366667,"bus"
"Row98",0.478261,0.5,0.902778,0.502183,0.230769,0.132075,0.581699,0.2,0.5,0.428571,0.489474,0.501199,0.578616,0.131579,0.227273,0.926829,0.5,0.7,"opel"
"Row99",0.304348,0.423077,0.347222,0.0873362,0.0989011,0.0754717,0.24183,0.571429,0.166667,0.371429,0.210526,0.164269,0.389937,0.368421,0.181818,0.292683,0.1,0.0333333,"bus"
"Row100",0.195652,0.461538,0.361111,0.646288,0.868132,0.943396,0.235294,0.542857,0.166667,0.371429,0.563158,0.170264,0.477987,0.789474,0.0454545,0.0243902,0.166667,0.133333,"bus"
"Row101",0.478261,0.346154,0.625,0.305677,0.208791,0.132075,0.267974,0.514286,0.166667,0.371429,0.2,0.195444,0.257862,0.0789474,0.5,0.121951,0.666667,0.766667,"van"
"Row102",0.456522,0.346154,0.388889,0.200873,0.186813,0.0943396,0.104575,0.742857,0.0833333,0.357143,0.126316,0.0743405,0.314465,0.131579,0.636364,0.121951,0.533333,0.5,"van"
"Row103",0.413043,0.192308,0.277778,0.113537,0.164835,0.0566038,0.0130719,0.914286,0.0,0.2,0.0263158,0.0119904,0.176101,0.171053,0.636364,0.121951,0.466667,0.433333,"van"
"Row104",0.630435,0.461538,0.597222,0.41048,0.197802,0.0566038,0.535948,0.2,0.416667,0.4,0.5,0.470024,0.36478,0.263158,0.0,0.658537,0.566667,0.333333,"bus"
"Row105",0.76087,0.769231,0.875,0.427948,0.186813,0.150943,0.705882,0.114286,0.666667,0.714286,0.494737,0.631894,0.660377,0.184211,0.5,0.243902,0.4,0.6,"saab"
"Row106",0.565217,0.5,0.902778,0.458515,0.186813,0.169811,0.555556,0.228571,0.5,0.485714,0.431579,0.468825,0.314465,0.0789474,0.0,0.804878,0.6,0.8,"opel"
"Row107",0.26087,0.230769,0.513889,0.20524,0.131868,0.113208,0.248366,0.542857,0.166667,0.228571,0.242105,0.176259,0.150943,0.184211,0.0,0.390244,0.266667,0.4,"opel"
"Row108",0.152174,0.423077,0.388889,0.135371,0.131868,0.113208,0.248366,0.542857,0.166667,0.385714,0.210526,0.173861,0.402516,0.276316,0.318182,0.292683,0.133333,0.133333,"bus"
"Row109",0.565217,0.576923,0.541667,0.414847,0.230769,0.0754717,0.477124,0.257143,0.416667,0.5,0.378947,0.407674,0.389937,0.197368,0.227273,0.195122,0.633333,0.466667,"bus"
"Row110",0.347826,0.269231,0.513889,0.240175,0.197802,0.132075,0.20915,0.571429,0.166667,0.328571,0.2,0.155875,0.213836,0.144737,0.0,0.121951,0.466667,0.633333,"van"
"Row111",0.456522,0.576923,0.597222,0.253275,0.186813,0.150943,0.287582,0.485714,0.166667,0.5,0.247368,0.207434,0.490566,0.197368,0.181818,0.341463,0.3,0.5,"van"
"Row112",0.0869565,0.192308,0.486111,0.174672,0.131868,0.0754717,0.228758,0.571429,0.166667,0.2,0.194737,0.157074,0.169811,0.276316,0.727273,0.487805,0.166667,0.2,"opel"
"Row113",0.326087,0.0769231,0.138889,0.0742358,0.120879,0.0566038,0.0130719,0.942857,0.0,0.0571429,0.0105263,0.00959233,0.18239,0.197368,0.954545,0.097561,0.2,0.2,"opel"
"Row114",0.434783,0.384615,0.625,0.126638,0.0769231,0.150943,0.281046,0.514286,0.166667,0.5,0.231579,0.20024,0.352201,0.210526,0.545455,0.317073,0.266667,0.5,"van"
"Row115",0.478261,0.538462,0.666667,0.253275,0.186813,0.169811,0.30719,0.485714,0.25,0.557143,0.242105,0.224221,0.477987,0.157895,0.545455,0.317073,0.433333,0.566667,"van"
"Row116",0.586957,0.461538,0.833333,0.458515,0.197802,0.113208,0.581699,0.171429,0.5,0.414286,0.531579,0.51199,0.503145,0.171053,0.227273,0.121951,0.433333,0.466667,"opel"
"Row117",0.782609,0.769231,0.958333,0.510917,0.241758,0.188679,0.712418,0.142857,0.666667,0.728571,0.505263,0.633094,0.647799,0.171053,0.590909,0.682927,0.4,0.666667,"saab"
"Row118",0.26087,0.384615,0.333333,0.104803,0.0989011,0.113208,0.248366,0.571429,0.166667,0.371429,0.2,0.167866,0.402516,0.302632,0.409091,0.341463,0.133333,0.1,"bus"
"Row119",0.434783,0.615385,0.541667,0.331878,0.197802,0.0943396,0.398693,0.314286,0.333333,0.571429,0.310526,0.334532,0.534591,0.144737,0.227273,0.243902,0.7,0.7,"bus"
"Row120",0.347826,0.153846,0.194444,0.0655022,0.0659341,0.0566038,0.143791,0.685714,0.0833333,0.128571,0.110526,0.0983213,0.232704,0.263158,0.727273,0.341463,0.266667,0.133333,"saab"
"Row121",0.369565,0.576923,0.527778,0.165939,0.131868,0.169811,0.313725,0.485714,0.25,0.6,0.226316,0.223022,0.477987,0.223684,0.454545,0.268293,0.233333,0.366667,"van"
"Row122",0.413043,0.269231,0.583333,0.257642,0.175824,0.132075,0.222222,0.542857,0.166667,0.314286,0.184211,0.161871,0.176101,0.0657895,0.409091,0.0,0.766667,0.833333,"van"
"Row123",0.369565,0.115385,0.236111,0.113537,0.10989,0.0754717,0.0588235,0.857143,0.0,0.128571,0.0368421,0.0383693,0.144654,0.118421,1.0,0.560976,0.466667,0.466667,"saab"
"Row124",0.26087,0.461538,0.430556,0.200873,0.175824,0.113208,0.202614,0.571429,0.166667,0.414286,0.215789,0.147482,0.440252,0.171053,0.0909091,0.0731707,0.366667,0.5,"van"
"Row125",0.369565,0.5,0.555556,0.170306,0.164835,0.169811,0.30719,0.485714,0.25,0.542857,0.205263,0.218225,0.484277,0.197368,0.772727,0.170732,0.3,0.4,"van"
"Row126",0.347826,0.346154,0.416667,0.19214,0.164835,0.0943396,0.228758,0.542857,0.166667,0.357143,0.242105,0.166667,0.27673,0.223684,0.0909091,0.146341,0.333333,0.266667,"bus"
"Row127",0.26087,0.307692,0.361111,0.222707,0.197802,0.377358,0.24183,0.542857,0.166667,0.3,0.226316,0.17506,0.289308,0.210526,0.272727,0.390244,0.266667,0.333333,"bus"
"Row128",0.521739,0.461538,0.666667,0.30131,0.21978,0.150943,0.294118,0.485714,0.25,0.557143,0.226316,0.217026,0.301887,0.105263,0.363636,0.292683,0.533333,0.633333,"van"
"Row129",0.586957,0.576923,0.763889,0.458515,0.230769,0.0943396,0.568627,0.171429,0.5,0.457143,0.452632,0.504796,0.572327,0.184211,0.318182,0.268293,0.533333,0.433333,"bus"
"Row130",0.586957,0.5,0.888889,0.349345,0.142857,0.132075,0.555556,0.228571,0.5,0.414286,0.484211,0.472422,0.559748,0.184211,0.590909,0.317073,0.433333,0.533333,"saab"
"Row131",0.282609,0.115385,0.513889,0.266376,0.142857,0.0943396,0.248366,0.542857,0.166667,0.142857,0.231579,0.176259,0.138365,0.0921053,0.0,0.780488,0.666667,0.733333,"saab"
"Row132",0.521739,0.346154,0.847222,0.358079,0.131868,0.132075,0.48366,0.285714,0.416667,0.285714,0.410526,0.392086,0.371069,0.105263,0.318182,1.0,0.6,0.833333,"saab"
"Row133",0.543478,0.230769,0.388889,0.0742358,0.021978,0.0943396,0.143791,0.714286,0.0833333,0.342857,0.178947,0.0923261,0.157233,0.210526,0.181818,0.0243902,0.333333,0.166667,"van"
"Row134",0.630435,0.807692,0.833333,0.257642,0.0659341,0.150943,0.660131,0.142857,0.583333,0.785714,0.468421,0.581535,0.578616,0.223684,0.545455,0.658537,0.366667,0.466667,"opel"
"Row135",0.347826,0.538462,0.597222,0.951965,0.945055,0.867925,0.300654,0.485714,0.25,0.642857,0.521053,0.215827,0.421384,0.5,0.0,0.341463,0.266667,0.433333,"van"
"Row136",0.282609,0.576923,0.486111,0.139738,0.120879,0.150943,0.320261,0.485714,0.25,0.642857,0.210526,0.224221,0.477987,0.210526,0.136364,0.0243902,0.233333,0.366667,"van"
"Row137",0.304348,0.346154,0.333333,0.200873,0.186813,0.150943,0.137255,0.685714,0.0833333,0.342857,0.142105,0.0959233,0.314465,0.105263,0.318182,0.0243902,0.566667,0.666667,"van"
