ID,LONGDIST,International,LOCAL,DROPPED,PAY_MTHD,LocalBillType,LongDistanceBillType,AGE,SEX,STATUS,CHILDREN,Est_Income,Car_Owner,CHURNED,train
208,8.712800,0.000000,45.640600,0,'CH','FreeLocal','Standard',79,'M','M',0,61985.600000,'N','Current',2
216,14.705200,0.000000,42.140800,1,'CC','FreeLocal','Intnl_discount',27,'M','M',1,23234.800000,'N','Current',1
217,21.188700,0.000000,30.472000,0,'CC','FreeLocal','Standard',81,'M','M',2,20759.900000,'N','Current',1
218,2.742060,0.000000,180.967000,0,'CC','Budget','Standard',54,'M','M',2,93476.600000,'Y','Current',3
222,12.931200,0.000000,137.136000,0,'CC','FreeLocal','Intnl_discount',29,'M','M',0,20315.400000,'Y','Current',2
229,3.744280,0.000000,15.129200,0,'CC','Budget','Standard',68,'M','M',0,55059.200000,'N','Current',1
230,4.022090,0.000000,13.640500,0,'CC','FreeLocal','Standard',64,'M','M',1,92298.000000,'N','Current',3
242,0.000000,0.000000,3.206860,0,'Auto','FreeLocal','Standard',77,'M','S',2,20965.300000,'N','InVol',3
244,24.655700,0.000000,38.238700,0,'CC','Budget','Standard',69,'M','M',2,64113.600000,'Y','Current',3
245,8.645950,0.000000,67.416800,0,'CC','Budget','Intnl_discount',40,'M','S',0,57482.700000,'Y','Current',1
250,18.186700,0.000000,19.459500,0,'Auto','FreeLocal','Intnl_discount',81,'F','M',1,77622.900000,'N','Vol',1
252,24.960300,0.000000,82.895400,0,'CC','FreeLocal','Intnl_discount',71,'F','S',1,61302.000000,'N','Current',3
253,5.193360,0.000000,30.000200,0,'CC','FreeLocal','Standard',90,'F','M',1,41416.800000,'N','Vol',3
255,18.810600,0.000000,86.989300,0,'Auto','Budget','Standard',42,'F','S',1,14740.100000,'N','Vol',1
257,17.345300,0.000000,95.973300,0,'CC','Budget','Intnl_discount',93,'F','M',1,20013.200000,'Y','Current',2
258,10.885200,0.000000,26.753800,0,'CH','FreeLocal','Standard',58,'M','M',0,88811.000000,'N','Current',2
259,11.355400,0.000000,13.460000,0,'CC','FreeLocal','Standard',43,'F','S',2,77293.000000,'N','Vol',3
260,21.473800,0.000000,7.811960,0,'Auto','Budget','Intnl_discount',23,'F','M',2,70032.200000,'N','Current',3
263,12.506200,0.000000,68.023100,0,'CC','FreeLocal','Standard',84,'M','M',0,88164.000000,'N','Current',1
268,0.000000,0.000000,0.719743,0,'CC','Budget','Standard',94,'F','M',1,35940.600000,'N','InVol',3
280,0.000000,0.000000,2.639570,0,'Auto','Budget','Standard',93,'F','M',1,50290.700000,'N','InVol',3
282,12.633600,0.000000,37.344600,0,'CC','Budget','Standard',81,'M','S',0,44073.500000,'N','Current',3
285,3.257600,0.000000,10.074100,0,'CC','FreeLocal','Standard',72,'M','S',1,95182.100000,'N','Current',3
286,25.226400,0.000000,45.862200,0,'CC','FreeLocal','Intnl_discount',70,'M','M',2,52921.000000,'N','Current',1
287,16.782400,3.516740,12.940000,0,'CC','FreeLocal','Standard',54,'F','M',1,27376.000000,'N','Vol',3
289,28.242400,0.000000,139.125000,0,'CC','Budget','Standard',91,'F','S',0,48262.400000,'N','Vol',3
295,20.928000,0.000000,30.527800,0,'CC','Budget','Standard',50,'F','M',2,59078.000000,'Y','Current',2
302,13.449500,3.769520,15.896000,0,'CC','FreeLocal','Intnl_discount',67,'F','S',0,79727.000000,'N','Vol',3
307,29.067100,0.000000,23.001700,0,'CC','Budget','Standard',32,'F','S',2,5108.570000,'N','Current',3
309,23.111000,0.000000,87.005800,0,'CH','FreeLocal','Standard',34,'F','M',2,94024.100000,'N','Current',3
310,18.740600,0.000000,113.109000,0,'CC','Budget','Standard',62,'M','S',1,11359.600000,'N','Current',3
311,7.058530,0.000000,20.352000,0,'CH','Budget','Standard',49,'M','S',0,60282.800000,'N','Current',3
315,11.974200,0.000000,30.629100,0,'Auto','Budget','Intnl_discount',61,'M','M',0,95132.700000,'N','Current',2
316,27.960300,0.000000,87.155500,0,'CC','Budget','Intnl_discount',39,'F','M',1,85980.900000,'N','Current',3
317,23.821400,0.000000,24.716500,0,'CH','Budget','Intnl_discount',83,'F','M',0,67042.000000,'N','Current',2
318,0.000000,0.000000,2.348250,0,'CC','FreeLocal','Intnl_discount',28,'M','M',0,99563.100000,'N','InVol',3
321,6.204470,0.000000,41.749400,0,'Auto','FreeLocal','Standard',52,'F','M',1,24943.000000,'Y','Vol',2
326,15.327900,0.000000,5.117910,0,'CH','Budget','Standard',26,'M','S',2,8172.800000,'N','Current',3
330,14.990000,0.000000,24.057200,0,'CC','FreeLocal','Standard',55,'F','M',0,79771.300000,'Y','Vol',1
332,20.140600,0.000000,28.691900,0,'Auto','FreeLocal','Standard',58,'F','M',0,91446.400000,'Y','Current',3
334,5.663160,0.000000,10.197700,0,'Auto','Budget','Standard',36,'F','M',2,96283.600000,'N','Current',2
335,27.369200,0.204806,48.899700,0,'CH','FreeLocal','Intnl_discount',19,'F','S',1,24896.100000,'N','Vol',2
336,18.611400,0.000000,33.542800,0,'CC','Budget','Standard',91,'M','M',1,16785.900000,'N','Current',1
340,0.000000,0.000000,0.984838,0,'CH','FreeLocal','Standard',68,'M','M',0,10421.700000,'N','Current',3
348,24.892400,0.000000,65.567100,0,'CC','FreeLocal','Standard',42,'F','M',0,18199.700000,'N','Vol',3
350,0.000000,0.000000,4.389610,0,'CH','FreeLocal','Standard',90,'M','M',1,5257.650000,'N','InVol',2
352,27.112600,0.000000,5.996960,0,'CH','Budget','Intnl_discount',47,'F','M',2,56816.400000,'N','Vol',1
356,3.099690,0.000000,6.432710,0,'CC','Budget','Standard',65,'M','M',0,30057.400000,'Y','Current',1
357,0.000000,0.000000,1.923330,0,'CH','Budget','Standard',26,'M','M',2,52266.300000,'N','InVol',2
363,8.354770,0.000000,90.650800,0,'Auto','Budget','Intnl_discount',59,'F','M',1,50290.700000,'N','Vol',3
369,21.083700,9.423860,6.384900,0,'CH','Budget','Intnl_discount',55,'M','S',2,50050.500000,'N','Vol',3
379,18.906200,0.000000,23.286300,0,'CC','FreeLocal','Standard',39,'F','S',1,46638.500000,'N','Current',3
386,0.000000,0.000000,0.817267,0,'CC','FreeLocal','Intnl_discount',86,'M','M',1,87073.100000,'N','InVol',1
387,27.772800,0.000000,91.094700,0,'CC','FreeLocal','Intnl_discount',94,'F','S',2,42983.300000,'N','Current',1
388,24.034800,0.000000,48.055800,0,'CC','FreeLocal','Intnl_discount',84,'F','S',2,32964.200000,'N','Current',1
390,0.000000,0.000000,3.537830,0,'CC','FreeLocal','Intnl_discount',81,'M','S',2,3714.960000,'N','InVol',1
393,11.027800,0.000000,87.333400,0,'CC','Budget','Intnl_discount',62,'F','M',1,63314.600000,'N','Vol',2
394,7.515580,7.352410,25.211100,0,'CH','Budget','Standard',22,'F','M',0,42877.200000,'N','Vol',3
396,4.505720,0.000000,16.355400,0,'CC','Budget','Standard',83,'F','S',1,78854.900000,'N','Vol',3
398,1.771080,0.000000,98.706700,1,'CC','FreeLocal','Standard',29,'M','S',0,49127.200000,'N','Current',1
400,15.918100,0.000000,6.322120,0,'Auto','Budget','Intnl_discount',44,'M','M',2,57430.500000,'N','Current',2
401,1.807520,0.000000,38.347300,0,'CC','Budget','Intnl_discount',58,'M','S',0,56286.800000,'N','Current',2
402,26.780100,0.000000,40.467200,0,'CC','Budget','Standard',63,'F','S',1,83977.600000,'N','Vol',2
407,20.323000,0.000000,90.702200,0,'CH','Budget','Standard',22,'F','S',2,80571.600000,'Y','Current',2
409,0.000000,0.000000,3.474700,0,'CC','Budget','Standard',94,'F','M',2,78994.100000,'N','InVol',2
412,1.559520,9.029660,15.177600,1,'CC','Budget','Standard',53,'M','M',1,18672.000000,'Y','Vol',2
413,25.420800,0.000000,56.086100,0,'CH','Budget','Intnl_discount',34,'F','S',0,91147.500000,'N','Current',3
415,23.086000,0.000000,38.286700,0,'CC','Budget','Standard',40,'F','M',1,21126.700000,'N','Vol',3
424,11.685200,0.215853,43.557000,0,'CH','FreeLocal','Standard',29,'F','S',0,73032.900000,'N','Current',1
427,13.200600,0.000000,35.129900,0,'CC','FreeLocal','Standard',50,'M','S',2,48882.600000,'N','Current',2
430,12.438000,0.000000,16.616500,0,'Auto','Budget','Standard',18,'F','M',1,57549.500000,'N','Current',1
431,19.285500,0.000000,10.778200,0,'CC','Budget','Intnl_discount',57,'F','M',0,81576.200000,'N','Vol',3
433,24.287400,0.000000,13.727000,0,'Auto','Budget','Standard',62,'M','S',2,49059.400000,'N','Current',2
442,26.280700,0.000000,71.925300,0,'CC','FreeLocal','Intnl_discount',55,'F','S',0,95489.400000,'Y','Vol',3
448,12.869100,0.000000,92.853800,1,'CC','FreeLocal','Standard',29,'M','S',2,35235.900000,'N','Vol',2
454,11.451100,0.000000,42.864200,0,'Auto','FreeLocal','Standard',69,'M','M',2,30901.300000,'N','Current',3
458,0.086201,0.000000,7.436670,0,'Auto','FreeLocal','Intnl_discount',95,'M','M',2,92855.300000,'N','Current',1
463,0.000000,0.000000,3.622810,0,'Auto','Budget','Standard',37,'F','M',1,25541.800000,'N','InVol',2
469,26.054600,0.000000,59.614500,0,'CC','Budget','Standard',75,'F','S',1,50290.700000,'N','Vol',1
471,12.499000,0.000000,74.929200,0,'CC','Budget','Standard',55,'F','M',2,7394.150000,'N','Current',2
474,28.747000,0.000000,18.656900,0,'CC','Budget','Standard',67,'M','M',2,37168.900000,'N','Current',1
481,3.604720,0.000000,11.148600,0,'CH','Budget','Standard',59,'M','M',0,77177.100000,'N','Current',1
484,0.000000,0.000000,3.076550,0,'CC','FreeLocal','Standard',77,'F','S',2,79972.600000,'Y','InVol',3
498,26.302600,0.000000,7.621860,0,'CC','FreeLocal','Standard',89,'M','S',2,30059.600000,'N','Current',1
499,0.000000,0.000000,1.038820,0,'Auto','FreeLocal','Standard',82,'F','S',1,95877.700000,'N','InVol',2
507,6.733280,0.000000,36.363400,0,'CC','Budget','Standard',72,'M','M',0,96188.200000,'N','Current',1
509,18.233100,0.000000,23.515000,0,'Auto','Budget','Intnl_discount',59,'M','M',2,35119.100000,'N','Current',1
518,11.193000,0.000000,75.596500,0,'CC','FreeLocal','Standard',67,'M','S',1,36415.300000,'Y','Current',2
521,2.684410,0.000000,17.128100,0,'Auto','FreeLocal','Standard',58,'F','M',1,1414.580000,'N','Current',3
524,15.330600,0.798082,39.695000,0,'CH','Budget','Standard',18,'F','M',1,9929.400000,'Y','Current',3
527,10.799800,0.000000,42.794100,0,'CC','Budget','Standard',87,'M','S',1,22718.600000,'N','Current',3
532,0.000000,0.000000,2.641450,1,'CC','Budget','Standard',82,'M','M',2,30271.400000,'N','InVol',2
541,26.614500,0.000000,39.211700,1,'CH','FreeLocal','Standard',49,'M','M',1,62381.400000,'N','Current',3
543,16.854700,0.000000,134.435000,0,'CH','Budget','Standard',82,'M','S',2,2271.110000,'N','Current',2
545,13.620500,0.000000,188.555000,0,'CC','Budget','Standard',91,'F','M',1,82051.900000,'N','Vol',2
546,7.681730,0.000000,22.608500,0,'CC','FreeLocal','Standard',57,'M','M',1,57272.700000,'N','Current',2
549,0.000000,0.000000,4.742370,0,'CH','FreeLocal','Standard',81,'M','S',2,15669.300000,'Y','InVol',1
550,16.157100,0.000000,88.102600,0,'CC','FreeLocal','Standard',31,'F','S',2,85401.700000,'Y','Current',1
558,6.225390,0.000000,16.034400,2,'CC','Budget','Intnl_discount',58,'M','M',1,99619.900000,'Y','Current',1
564,2.262860,0.000000,49.944800,0,'Auto','FreeLocal','Intnl_discount',23,'M','M',2,55371.800000,'N','Current',2
566,24.181000,0.000000,33.466900,0,'CC','Budget','Standard',48,'F','M',0,24737.800000,'N','Current',1
567,15.630000,4.080900,59.144300,0,'CC','Budget','Intnl_discount',80,'M','M',0,50290.700000,'N','Current',2
568,0.000000,0.000000,0.932339,0,'CC','FreeLocal','Standard',41,'M','M',0,2645.100000,'Y','InVol',3
569,6.634020,0.000000,18.257200,0,'CC','FreeLocal','Standard',39,'F','S',2,83996.900000,'N','Current',2
572,15.334900,0.000000,61.856800,0,'CC','FreeLocal','Standard',21,'F','M',1,73138.800000,'Y','Current',3
577,5.257410,0.000000,32.046700,0,'CC','Budget','Standard',19,'M','M',0,58979.300000,'Y','Current',2
578,6.761490,0.000000,25.009000,0,'CH','FreeLocal','Standard',88,'M','S',1,49176.200000,'N','Current',2
579,0.000000,0.000000,4.329090,1,'CH','Budget','Intnl_discount',28,'F','M',0,48631.300000,'N','InVol',2
586,0.000000,0.000000,4.092090,1,'CH','Budget','Standard',88,'F','M',1,36970.200000,'N','InVol',1
589,4.641070,1.765430,68.626100,0,'CC','FreeLocal','Standard',77,'F','M',0,39516.300000,'N','Vol',2
591,28.921100,0.000000,28.712700,0,'Auto','Budget','Standard',76,'M','M',2,24855.700000,'Y','Current',2
594,26.216100,0.000000,19.723800,0,'CC','Budget','Intnl_discount',29,'M','M',0,97996.900000,'N','Current',1
598,22.852200,0.000000,24.667800,0,'CH','FreeLocal','Intnl_discount',48,'M','S',2,87381.800000,'N','Current',3
603,28.055600,0.000000,61.993200,2,'CC','Budget','Standard',38,'F','M',2,81309.500000,'Y','Current',1
604,25.442100,0.000000,241.049000,0,'CC','Budget','Intnl_discount',34,'M','M',0,73834.900000,'Y','Current',1
611,0.000000,0.000000,1.185500,0,'CC','FreeLocal','Intnl_discount',48,'F','S',2,60908.100000,'N','InVol',1
613,0.000000,0.000000,4.297460,0,'CC','Budget','Standard',87,'F','S',0,21744.900000,'Y','InVol',3
619,6.549510,0.000000,130.343000,0,'CC','Budget','Standard',79,'F','M',0,28021.400000,'Y','Current',2
621,14.400000,0.000000,20.970000,0,'CC','Budget','Standard',49,'F','M',2,48334.100000,'N','Vol',2
623,12.948800,0.000000,17.625100,0,'Auto','FreeLocal','Standard',93,'M','M',0,60325.900000,'Y','Current',3
625,13.724300,0.000000,13.351200,0,'Auto','Budget','Intnl_discount',72,'M','S',0,21079.200000,'Y','Current',1
627,18.129300,0.000000,83.884000,0,'Auto','FreeLocal','Intnl_discount',85,'M','S',1,75991.200000,'N','Current',2
628,0.000000,0.000000,2.015370,0,'CC','FreeLocal','Intnl_discount',70,'F','S',1,64815.500000,'N','InVol',1
630,26.467900,0.000000,13.946100,0,'CC','Budget','Standard',34,'F','M',2,24325.800000,'Y','Current',1
647,1.321520,0.000000,147.871000,0,'CC','Budget','Standard',54,'F','S',1,61231.700000,'N','Vol',3
648,27.229100,8.073560,6.676570,0,'Auto','FreeLocal','Standard',94,'F','M',2,17964.000000,'N','Vol',1
649,0.000000,0.000000,0.049147,0,'CC','Budget','Standard',75,'F','M',1,59251.000000,'Y','InVol',2
654,19.481400,6.178420,93.303500,1,'Auto','Budget','Intnl_discount',82,'F','S',1,80066.300000,'N','Vol',1
655,16.324800,0.000000,26.288200,0,'CH','Budget','Standard',37,'M','M',0,43235.500000,'N','Current',1
656,0.000000,0.000000,4.148040,0,'CH','FreeLocal','Intnl_discount',40,'F','S',0,56016.000000,'N','InVol',3
657,18.565800,0.000000,42.903900,1,'CC','Budget','Standard',65,'M','M',0,50290.700000,'N','Current',2
659,14.766400,0.000000,101.051000,2,'CC','FreeLocal','Standard',25,'M','S',2,51268.500000,'Y','Current',1
661,17.795400,0.000000,12.564900,1,'CC','FreeLocal','Standard',58,'F','M',2,29597.100000,'N','Current',2
665,20.940800,0.000000,13.913500,0,'CC','FreeLocal','Standard',73,'M','S',2,73240.300000,'N','Current',2
668,6.189020,9.159260,105.295000,0,'Auto','Budget','Standard',40,'F','M',0,15980.100000,'Y','Vol',3
669,28.643500,0.000000,9.821930,0,'CC','FreeLocal','Standard',59,'F','S',1,61205.600000,'N','Vol',3
670,22.528200,0.000000,38.359400,0,'CC','FreeLocal','Standard',60,'F','M',2,21380.900000,'N','Vol',3
672,14.134800,0.000000,7.713160,0,'Auto','Budget','Standard',67,'M','S',0,88874.000000,'Y','Current',1
674,16.220100,0.000000,53.959900,0,'CC','FreeLocal','Standard',43,'M','M',1,35827.500000,'Y','Current',2
683,0.000000,0.000000,4.873910,0,'CH','FreeLocal','Standard',19,'M','M',0,76071.200000,'N','InVol',2
684,0.000000,0.000000,1.835500,0,'CC','Budget','Intnl_discount',43,'F','M',0,85205.100000,'Y','Vol',1
692,15.009400,0.000000,45.925700,0,'Auto','Budget','Standard',95,'M','M',2,21213.000000,'N','Current',3
703,11.243600,6.818370,115.445000,0,'CC','FreeLocal','Intnl_discount',52,'M','S',1,37809.700000,'Y','Vol',2
704,22.532300,0.000000,11.530700,1,'CC','FreeLocal','Standard',93,'M','S',1,68089.100000,'N','Current',3
709,0.000000,0.000000,0.842592,0,'CH','FreeLocal','Intnl_discount',22,'M','S',1,15434.300000,'Y','Vol',3
710,28.803400,0.000000,142.430000,0,'CC','FreeLocal','Intnl_discount',73,'F','S',0,92405.900000,'N','Current',2
715,5.200370,0.000000,51.568200,0,'CC','FreeLocal','Standard',90,'M','M',0,42248.700000,'N','Current',2
721,0.000000,0.000000,4.831510,1,'CC','FreeLocal','Standard',59,'M','S',0,60111.800000,'N','InVol',3
722,20.803400,0.000000,36.816400,0,'CC','Budget','Standard',55,'F','M',0,28528.000000,'Y','Current',3
727,24.422500,0.000000,104.948000,0,'CC','FreeLocal','Standard',83,'M','M',2,85753.400000,'N','Current',2
729,20.606100,0.000000,18.221300,0,'CH','Budget','Intnl_discount',37,'M','S',1,28906.800000,'N','Current',2
739,0.000000,0.000000,0.084098,0,'CC','FreeLocal','Intnl_discount',51,'F','M',1,62990.700000,'N','InVol',2
747,7.345050,0.000000,12.106400,0,'CH','Budget','Intnl_discount',78,'M','M',0,54864.600000,'N','Current',2
763,22.437900,0.000000,107.181000,0,'CH','Budget','Standard',25,'M','M',2,40774.200000,'N','Current',1
765,26.871000,0.000000,6.606850,0,'CH','FreeLocal','Standard',81,'F','M',1,50613.100000,'Y','Vol',3
774,0.000000,0.000000,0.085681,0,'CH','FreeLocal','Intnl_discount',79,'F','M',1,18442.800000,'N','InVol',2
779,7.431170,0.000000,89.514300,0,'CH','Budget','Standard',74,'M','M',1,60015.100000,'N','Current',3
781,27.564500,0.000000,212.356000,0,'Auto','Budget','Standard',65,'M','S',1,11520.300000,'N','Current',2
792,11.031100,4.147990,92.134800,0,'CC','Budget','Standard',57,'M','S',2,26349.100000,'N','Current',3
795,29.305600,0.011654,54.823000,0,'CC','FreeLocal','Standard',65,'M','M',2,54370.800000,'N','Current',1
798,16.473700,0.000000,35.803200,1,'CC','FreeLocal','Standard',55,'M','M',2,50290.700000,'N','Current',1
800,7.813930,0.000000,33.168800,0,'Auto','FreeLocal','Standard',89,'F','S',2,79133.000000,'Y','Vol',2
803,14.206000,0.000000,25.159000,0,'CC','Budget','Intnl_discount',61,'F','S',2,54643.300000,'Y','Current',3
804,22.086500,6.421610,7.526310,0,'CC','Budget','Intnl_discount',55,'F','S',0,91646.600000,'Y','Vol',3
807,18.074400,0.000000,23.059300,0,'CC','FreeLocal','Standard',42,'F','M',1,79763.600000,'Y','Current',2
812,13.963800,0.000000,7.733670,0,'CH','Budget','Intnl_discount',43,'M','M',1,15425.300000,'Y','Current',1
813,7.041040,3.506590,99.394400,1,'CC','FreeLocal','Standard',62,'M','M',1,65619.800000,'Y','Vol',3
815,24.140200,0.000000,40.521800,0,'Auto','Budget','Standard',38,'M','S',2,58087.500000,'N','Current',3
816,16.640700,0.000000,58.530100,0,'CH','Budget','Intnl_discount',30,'F','M',2,36740.700000,'N','Current',1
